index,ordernumber,employeeid,employeename,employee_job_title,orderdate,ordertype,customertype,custid,customername,prodcategory,prodnumber,prod_name,quantity,price,ordertotal
2480,1103648,900019856,Henry Rodriguez,Sales Associate I,5/22/2019,Retail,Individual,2050,Jacquie Toffanelli,Gift Basket,GB300,Deluxe Bath Gift Basket,1,$115.00 ,115.0
2481,1103697,900019856,Henry Rodriguez,Sales Associate I,5/29/2019,Wholesale,Business,3220,Yost LLC,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,6,$234.00 ,1404.0
2482,1103748,900019856,Henry Rodriguez,Sales Associate I,6/7/2019,Retail,Business,4121,Cormier Inc,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,2,$14.50 ,29.0
2483,1103783,900019856,Henry Rodriguez,Sales Associate I,6/13/2019,Retail,Individual,1342,Wynny Dymoke,Bath products,BP301,Mandarin and Olive Bath Salts,2,$8.50 ,17.0
2484,1103830,900019856,Henry Rodriguez,Sales Associate I,6/18/2019,Retail,Individual,1933,Drusy Fison,Bath products,BP503,Vanilla and Olive Oil Bar Soap,4,$5.99 ,23.96
2485,1103852,900019856,Henry Rodriguez,Sales Associate I,6/21/2019,Retail,Individual,3553,Rayner Echalier,Bath products,BP102,Lavender and Olive Candle,2,$6.99 ,13.98
2486,1103898,900019856,Henry Rodriguez,Sales Associate I,6/28/2019,Retail,Individual,1952,Pablo Lupson,Bath products,BP101,Lavender and Olive Bath Salts,1,$8.50 ,8.5
2487,1103908,900019856,Henry Rodriguez,Sales Associate I,6/30/2019,Retail,Individual,1339,Kenny Coffey,Gift Basket,GB100,Organic EVOO Gift Basket,1,$70.00 ,70.0
2488,1103932,900019856,Henry Rodriguez,Sales Associate I,7/3/2019,Retail,Individual,2309,Darcee McConway,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,4,$35.00 ,140.0
2489,1104020,900019856,Henry Rodriguez,Sales Associate I,7/14/2019,Retail,Individual,2331,Pennie Sima,Gift Basket,GB100,Organic EVOO Gift Basket,1,$70.00 ,70.0
2490,1104021,900019856,Henry Rodriguez,Sales Associate I,7/14/2019,Retail,Individual,1464,Ronny Knolles-Green,Bath products,BP503,Vanilla and Olive Oil Bar Soap,4,$5.99 ,23.96
2491,1104033,900019856,Henry Rodriguez,Sales Associate I,7/15/2019,Retail,Individual,3525,Sybyl Bulled,Bath products,BP300,Mandarin and Olive Body Soap,1,$7.45 ,7.45
2492,1104085,900019856,Henry Rodriguez,Sales Associate I,7/22/2019,Retail,Individual,3005,Ernestus Sandbrook,Gift Basket,GB102,Rosmary EVOO Gift Basket,2,$75.00 ,150.0
2493,1104084,900019856,Henry Rodriguez,Sales Associate I,7/22/2019,Retail,Individual,2300,Ellyn Staff,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,2,$16.75 ,33.5
2494,1104080,900019856,Henry Rodriguez,Sales Associate I,7/22/2019,Retail,Individual,2162,Jimmie Gell,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,3,$45.00 ,135.0
2495,1104116,900019856,Henry Rodriguez,Sales Associate I,7/28/2019,Retail,Individual,2193,Fleurette Zavattieri,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,2,$24.50 ,49.0
2496,1104159,900019856,Henry Rodriguez,Sales Associate I,8/2/2019,Retail,Individual,3911,Hamel Jamme,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,3,$17.50 ,52.5
2497,1104194,900019856,Henry Rodriguez,Sales Associate I,8/7/2019,Retail,Individual,2610,Deeann Poundesford,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,3,$19.50 ,58.5
2498,1104257,900019856,Henry Rodriguez,Sales Associate I,8/17/2019,Retail,Individual,3548,Roderigo Anstie,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,3,$14.50 ,43.5
2499,1104316,900019856,Henry Rodriguez,Sales Associate I,8/25/2019,Retail,Individual,3548,Roderigo Anstie,Gift Basket,GB100,Organic EVOO Gift Basket,1,$70.00 ,70.0
2500,1104340,900019856,Henry Rodriguez,Sales Associate I,8/28/2019,Retail,Individual,1481,Cosme Elloit,Olive Oil,OO302,Chili Extra Virgin Olive Oil,4,$26.00 ,104.0
2501,1104369,900019856,Henry Rodriguez,Sales Associate I,9/2/2019,Retail,Individual,3005,Ernestus Sandbrook,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,3,$26.00 ,78.0
2502,1104414,900019856,Henry Rodriguez,Sales Associate I,9/9/2019,Retail,Individual,2560,Skipper Bolger,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,4,$45.00 ,180.0
2503,1104422,900019856,Henry Rodriguez,Sales Associate I,9/10/2019,Retail,Individual,3079,Anastasie Lawlings,Bath products,BP502,Vanilla and Olive Oil Candle,3,$6.99 ,20.97
2504,1104453,900019856,Henry Rodriguez,Sales Associate I,9/15/2019,Retail,Individual,2183,Nissy Guion,Bath products,BP505,Vanilla and Olive Oil Lotion,4,$9.99 ,39.96
2505,1104508,900019856,Henry Rodriguez,Sales Associate I,9/23/2019,Wholesale,Business,3335,Fisher Inc,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
2506,1104509,900019856,Henry Rodriguez,Sales Associate I,9/23/2019,Retail,Individual,1322,Shaw Cawston,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
2507,1104554,900019856,Henry Rodriguez,Sales Associate I,9/30/2019,Retail,Individual,2724,Chev Lisett,Olive Oil,OO608,Rosemary Extra Virgin Olive Oil 6pk,1,$123.00 ,123.0
2508,1104712,900019856,Henry Rodriguez,Sales Associate I,10/24/2019,Retail,Individual,2302,Gennie Kinge,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,2,$26.00 ,52.0
2509,1104728,900019856,Henry Rodriguez,Sales Associate I,10/26/2019,Retail,Individual,2032,Glad Crozier,Bath products,BP105,Lavender and Olive Oil Lotion,3,$9.99 ,29.97
2510,1104907,900019856,Henry Rodriguez,Sales Associate I,11/20/2019,Retail,Individual,3087,Darsie Whitland,Olive Oil,OO308,Basil Extra Virgin Olive Oil,4,$26.00 ,104.0
2511,1104956,900019856,Henry Rodriguez,Sales Associate I,11/27/2019,Retail,Individual,3525,Sybyl Bulled,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,2,$24.50 ,49.0
2512,1105008,900019856,Henry Rodriguez,Sales Associate I,12/4/2019,Retail,Individual,1805,Una Crosier,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,2,$45.00 ,90.0
2513,1105024,900019856,Henry Rodriguez,Sales Associate I,12/6/2019,Wholesale,Business,3335,Fisher Inc,Olive Oil,OO308,Basil Extra Virgin Olive Oil,8,$26.00 ,208.0
2514,1105058,900019856,Henry Rodriguez,Sales Associate I,12/12/2019,Retail,Individual,1888,Lise Jacklin,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,4,$14.50 ,58.0
2515,1105063,900019856,Henry Rodriguez,Sales Associate I,12/13/2019,Retail,Individual,3362,Maire Staines,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,1,$14.50 ,14.5
2516,1105117,900019856,Henry Rodriguez,Sales Associate I,12/21/2019,Wholesale,Business,2242,Kulas Inc,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,8,$234.00 ,1872.0
2517,1105130,900019856,Henry Rodriguez,Sales Associate I,12/24/2019,Retail,Individual,2162,Jimmie Gell,Gift Basket,GB105,Chili EVOO Gift Basket,1,$75.00 ,75.0
2518,1105166,900019856,Henry Rodriguez,Sales Associate I,12/29/2019,Retail,Individual,4094,Tome Ettles,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,1,$114.00 ,114.0
2519,1105232,900019856,Henry Rodriguez,Sales Associate I,1/6/2020,Retail,Individual,3339,Carma Threlfall,Bath products,BP301,Mandarin and Olive Bath Salts,3,$8.50 ,25.5
2520,1105233,900019856,Henry Rodriguez,Sales Associate I,1/7/2020,Retail,Individual,2724,Chev Lisett,Gift Basket,GB103,Lemon EVOO Gift Basket,1,$75.00 ,75.0
2521,1105238,900019856,Henry Rodriguez,Sales Associate I,1/7/2020,Retail,Individual,2178,Chrysler Chadwick,Gift Basket,GB100,Organic EVOO Gift Basket,3,$70.00 ,210.0
2522,1105309,900019856,Henry Rodriguez,Sales Associate I,1/19/2020,Wholesale,Business,3220,Yost LLC,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,13,$234.00 ,3042.0
2523,1105308,900019856,Henry Rodriguez,Sales Associate I,1/19/2020,Retail,Individual,1645,Bonni Hustings,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,3,$123.00 ,369.0
2524,1105400,900019856,Henry Rodriguez,Sales Associate I,2/1/2020,Retail,Individual,2183,Nissy Guion,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,4,$45.00 ,180.0
2525,1105480,900019856,Henry Rodriguez,Sales Associate I,2/13/2020,Wholesale,Business,2518,Stokes Foods,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,9,$234.00 ,2106.0
2526,1105479,900019856,Henry Rodriguez,Sales Associate I,2/13/2020,Retail,Individual,3005,Ernestus Sandbrook,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,4,$123.00 ,492.0
2527,1105485,900019856,Henry Rodriguez,Sales Associate I,2/14/2020,Retail,Individual,1577,Hendrika Charlo,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,1,$14.50 ,14.5
2528,1105513,900019856,Henry Rodriguez,Sales Associate I,2/17/2020,Wholesale,Business,3741,Harris Group,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,12,$234.00 ,2808.0
2529,1105552,900019856,Henry Rodriguez,Sales Associate I,2/24/2020,Retail,Individual,3306,Agnella Franceschielli,Gift Basket,GB101,Infused EVOO Gift Basket,4,$75.00 ,300.0
2530,1105608,900019856,Henry Rodriguez,Sales Associate I,3/3/2020,Wholesale,Business,3235,Parker Inc,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,1,$234.00 ,234.0
2531,1105657,900019856,Henry Rodriguez,Sales Associate I,3/9/2020,Retail,Individual,1229,Minnnie Wilbraham,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,2,$27.00 ,54.0
2532,1105684,900019856,Henry Rodriguez,Sales Associate I,3/13/2020,Retail,Individual,2247,Daria Dodge,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,2,$24.50 ,49.0
2533,1105753,900019856,Henry Rodriguez,Sales Associate I,3/22/2020,Retail,Individual,2149,Inna Durnill,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,1,$26.00 ,26.0
2534,1105794,900019856,Henry Rodriguez,Sales Associate I,3/27/2020,Retail,Individual,1322,Shaw Cawston,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,2,$123.00 ,246.0
2535,1105836,900019856,Henry Rodriguez,Sales Associate I,4/3/2020,Retail,Individual,1933,Drusy Fison,Bath products,BP401,Assorted Olive Oil Bar Soap - 3 pk,3,$14.50 ,43.5
2536,1105960,900019856,Henry Rodriguez,Sales Associate I,4/23/2020,Retail,Individual,1437,Lanni Hyder,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,1,$14.50 ,14.5
2537,1106040,900019856,Henry Rodriguez,Sales Associate I,5/7/2020,Wholesale,Business,3220,Yost LLC,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,9,$234.00 ,2106.0
2538,1106045,900019856,Henry Rodriguez,Sales Associate I,5/8/2020,Wholesale,Business,3418,Connelly Inc,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,13,$234.00 ,3042.0
2539,1106114,900019856,Henry Rodriguez,Sales Associate I,5/15/2020,Retail,Individual,1337,Evangeline Bartolozzi,Bath products,BP503,Vanilla and Olive Oil Bar Soap,1,$5.99 ,5.99
2540,1106226,900019856,Henry Rodriguez,Sales Associate I,6/1/2020,Retail,Individual,2050,Jacquie Toffanelli,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,3,$17.50 ,52.5
2541,1106248,900019856,Henry Rodriguez,Sales Associate I,6/3/2020,Wholesale,Business,3741,Harris Group,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,8,$234.00 ,1872.0
2542,1106254,900019856,Henry Rodriguez,Sales Associate I,6/4/2020,Retail,Individual,2147,Devlin Huntley,Olive Oil,OO202,Extra Virgin Olive Oil - Medium 2pk,2,$16.75 ,33.5
2543,1106259,900019856,Henry Rodriguez,Sales Associate I,6/5/2020,Retail,Individual,3911,Hamel Jamme,Bath products,BP302,Mandarin and Olive Candle,2,$6.99 ,13.98
2544,1106275,900019856,Henry Rodriguez,Sales Associate I,6/7/2020,Wholesale,Business,3235,Parker Inc,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,2,$234.00 ,468.0
2545,1106341,900019856,Henry Rodriguez,Sales Associate I,6/15/2020,Wholesale,Business,3335,Fisher Inc,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
2546,1106356,900019856,Henry Rodriguez,Sales Associate I,6/18/2020,Retail,Individual,2147,Devlin Huntley,Gift Basket,GB102,Rosmary EVOO Gift Basket,2,$75.00 ,150.0
2547,1106389,900019856,Henry Rodriguez,Sales Associate I,6/24/2020,Retail,Individual,2750,Lonnie McComiskie,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,4,$24.50 ,98.0
2548,1106428,900019856,Henry Rodriguez,Sales Associate I,6/28/2020,Retail,Individual,2610,Deeann Poundesford,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,3,$234.00 ,702.0
2549,1106462,900019856,Henry Rodriguez,Sales Associate I,7/2/2020,Retail,Individual,2193,Fleurette Zavattieri,Bath products,BP101,Lavender and Olive Bath Salts,4,$8.50 ,34.0
2550,1106564,900019856,Henry Rodriguez,Sales Associate I,7/14/2020,Retail,Individual,3339,Carma Threlfall,Gift Basket,GB102,Rosmary EVOO Gift Basket,1,$75.00 ,75.0
2551,1106576,900019856,Henry Rodriguez,Sales Associate I,7/16/2020,Retail,Individual,2290,Anthiathia Dyos,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,3,$114.00 ,342.0
2552,1106588,900019856,Henry Rodriguez,Sales Associate I,7/17/2020,Retail,Individual,2207,Gabriella McDirmid,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,4,$19.50 ,78.0
2553,1106587,900019856,Henry Rodriguez,Sales Associate I,7/17/2020,Retail,Individual,2724,Chev Lisett,Bath products,BP302,Mandarin and Olive Candle,2,$6.99 ,13.98
2554,1106603,900019856,Henry Rodriguez,Sales Associate I,7/19/2020,Retail,Individual,3087,Darsie Whitland,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,3,$17.50 ,52.5
2555,1106691,900019856,Henry Rodriguez,Sales Associate I,7/30/2020,Retail,Individual,3762,Leopold Gerty,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,3,$24.50 ,73.5
2556,1106710,900019856,Henry Rodriguez,Sales Associate I,8/2/2020,Retail,Individual,2679,Wait Bigly,Bath products,BP100,Lavender and Olive Body Soap,2,$7.45 ,14.9
2557,1106726,900019856,Henry Rodriguez,Sales Associate I,8/4/2020,Retail,Individual,3271,Brigham Lampkin,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,2,$19.50 ,39.0
2558,1106725,900019856,Henry Rodriguez,Sales Associate I,8/4/2020,Retail,Individual,2032,Glad Crozier,Bath products,BP500,Vanilla and Olive Oil Body Soap,2,$7.45 ,14.9
2559,1106729,900019856,Henry Rodriguez,Sales Associate I,8/5/2020,Retail,Individual,2178,Chrysler Chadwick,Olive Oil,OO201,Extra Virgin Olive Oil - Delicate 2pk,1,$45.00 ,45.0
2560,1106773,900019856,Henry Rodriguez,Sales Associate I,8/11/2020,Retail,Individual,3583,Ashton Mansion,Bath products,BP505,Vanilla and Olive Oil Lotion,3,$9.99 ,29.97
2561,1106783,900019856,Henry Rodriguez,Sales Associate I,8/12/2020,Retail,Individual,2961,Trevar Pfleger,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,3,$70.00 ,210.0
2562,1106813,900019856,Henry Rodriguez,Sales Associate I,8/15/2020,Retail,Individual,2247,Daria Dodge,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,2,$234.00 ,468.0
2563,1106809,900019856,Henry Rodriguez,Sales Associate I,8/15/2020,Retail,Individual,2149,Inna Durnill,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,3,$14.50 ,43.5
2564,1106865,900019856,Henry Rodriguez,Sales Associate I,8/23/2020,Retail,Individual,2309,Darcee McConway,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,4,$24.50 ,98.0
2565,1106879,900019856,Henry Rodriguez,Sales Associate I,8/25/2020,Retail,Individual,2147,Devlin Huntley,Bath products,BP103,Lavender and Olive Oil Bar Soap,2,$5.99 ,11.98
2566,1106893,900019856,Henry Rodriguez,Sales Associate I,8/27/2020,Retail,Individual,2309,Darcee McConway,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,1,$17.50 ,17.5
2567,1106897,900019856,Henry Rodriguez,Sales Associate I,8/28/2020,Retail,Individual,2207,Gabriella McDirmid,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,3,$45.00 ,135.0
2568,1107002,900019856,Henry Rodriguez,Sales Associate I,9/12/2020,Wholesale,Business,3235,Parker Inc,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,3,$234.00 ,702.0
2569,1107035,900019856,Henry Rodriguez,Sales Associate I,9/17/2020,Retail,Individual,2302,Gennie Kinge,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,4,$24.50 ,98.0
2570,1107112,900019856,Henry Rodriguez,Sales Associate I,9/28/2020,Retail,Individual,1147,Tallie Niezen,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,2,$14.50 ,29.0
2571,1107121,900019856,Henry Rodriguez,Sales Associate I,9/30/2020,Retail,Individual,1437,Lanni Hyder,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,1,$24.50 ,24.5
2572,1107125,900019856,Henry Rodriguez,Sales Associate I,9/30/2020,Retail,Individual,1464,Ronny Knolles-Green,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,4,$24.50 ,98.0
2573,1107189,900019856,Henry Rodriguez,Sales Associate I,10/10/2020,Retail,Individual,3548,Roderigo Anstie,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,1,$234.00 ,234.0
2574,1107214,900019856,Henry Rodriguez,Sales Associate I,10/13/2020,Retail,Individual,3339,Carma Threlfall,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,2,$234.00 ,468.0
2575,1107345,900019856,Henry Rodriguez,Sales Associate I,11/2/2020,Wholesale,Business,2518,Stokes Foods,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,3,$234.00 ,702.0
2576,1107406,900019856,Henry Rodriguez,Sales Associate I,11/11/2020,Retail,Individual,3609,Melly Burk,Bath products,BP305,Mandarin and Olive Oil Lotion,3,$9.99 ,29.97
2577,1107428,900019856,Henry Rodriguez,Sales Associate I,11/14/2020,Retail,Business,4121,Cormier Inc,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,3,$26.00 ,78.0
2578,1107433,900019856,Henry Rodriguez,Sales Associate I,11/15/2020,Wholesale,Business,3418,Connelly Inc,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,3,$234.00 ,702.0
2579,1107451,900019856,Henry Rodriguez,Sales Associate I,11/17/2020,Retail,Individual,2247,Daria Dodge,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,2,$26.00 ,52.0
2580,1107474,900019856,Henry Rodriguez,Sales Associate I,11/20/2020,Wholesale,Business,3741,Harris Group,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,1,$234.00 ,234.0
2581,1107509,900019856,Henry Rodriguez,Sales Associate I,11/24/2020,Retail,Individual,2331,Pennie Sima,Bath products,BP303,Mandarin and Olive Oil Bar Soap,3,$5.99 ,17.97
2582,1107540,900019856,Henry Rodriguez,Sales Associate I,11/28/2020,Retail,Individual,3762,Leopold Gerty,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,1,$123.00 ,123.0
2583,1107598,900019856,Henry Rodriguez,Sales Associate I,12/6/2020,Retail,Individual,3609,Melly Burk,Bath products,BP101,Lavender and Olive Bath Salts,2,$8.50 ,17.0
2584,1107637,900019856,Henry Rodriguez,Sales Associate I,12/11/2020,Retail,Individual,3044,Nikolai Hukin,Bath products,BP502,Vanilla and Olive Oil Candle,4,$6.99 ,27.96
2585,1107696,900019856,Henry Rodriguez,Sales Associate I,12/19/2020,Retail,Individual,1952,Pablo Lupson,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,4,$35.00 ,140.0
2586,1107695,900019856,Henry Rodriguez,Sales Associate I,12/19/2020,Retail,Individual,1229,Minnnie Wilbraham,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,3,$19.50 ,58.5
2587,1107747,900019856,Henry Rodriguez,Sales Associate I,12/26/2020,Retail,Individual,3264,Prisca McTerlagh,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,3,$70.00 ,210.0
2588,1107748,900019856,Henry Rodriguez,Sales Associate I,12/26/2020,Retail,Individual,2961,Trevar Pfleger,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,4,$70.00 ,280.0
2589,1107866,900019856,Henry Rodriguez,Sales Associate I,1/13/2021,Retail,Individual,1645,Bonni Hustings,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,3,$45.00 ,135.0
2590,1107895,900019856,Henry Rodriguez,Sales Associate I,1/16/2021,Retail,Individual,2014,Orazio Vivian,Gift Basket,GB103,Lemon EVOO Gift Basket,3,$75.00 ,225.0
2591,1107969,900019856,Henry Rodriguez,Sales Associate I,1/27/2021,Retail,Individual,2014,Orazio Vivian,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,2,$17.50 ,35.0
2592,1107997,900019856,Henry Rodriguez,Sales Associate I,1/31/2021,Retail,Individual,1464,Ronny Knolles-Green,Olive Oil,OO305,Extra Virgin Olive Oil - Trio 3pk,1,$70.00 ,70.0
2593,1102894,900012283,Igor Hansen,Sales Associate,2/4/2019,Retail,Individual,1586,Godiva Jirusek,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,1,$123.00 ,123.0
2594,1102943,900012283,Igor Hansen,Sales Associate,2/11/2019,Retail,Individual,2663,Guthrie Volkers,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,3,$123.00 ,369.0
2595,1103036,900012283,Igor Hansen,Sales Associate,2/22/2019,Retail,Business,3026,Romaguera Inc,Olive Oil,OO308,Basil Extra Virgin Olive Oil,1,$26.00 ,26.0
2596,1103052,900012283,Igor Hansen,Sales Associate,2/25/2019,Retail,Individual,3391,Free Kolodziejski,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,4,$19.50 ,78.0
2597,1103061,900012283,Igor Hansen,Sales Associate,2/27/2019,Retail,Individual,1586,Godiva Jirusek,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,4,$14.50 ,58.0
2598,1103105,900012283,Igor Hansen,Sales Associate,3/9/2019,Wholesale,Business,1175,Rohan Group,Bath products,BP501,Vanilla and Olive Bath Salts,13,$8.50 ,110.5
2599,1103109,900012283,Igor Hansen,Sales Associate,3/10/2019,Retail,Individual,4002,Ivette Ashlee,Bath products,BP101,Lavender and Olive Bath Salts,2,$8.50 ,17.0
2600,1103148,900012283,Igor Hansen,Sales Associate,3/16/2019,Wholesale,Business,1926,Effertz Inc,Bath products,BP503,Vanilla and Olive Oil Bar Soap,7,$5.99 ,41.93
2601,1103149,900012283,Igor Hansen,Sales Associate,3/16/2019,Retail,Individual,1791,Guy Brislane,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,1,$234.00 ,234.0
2602,1103167,900012283,Igor Hansen,Sales Associate,3/18/2019,Retail,Individual,4047,Bibby Yerrington,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,1,$123.00 ,123.0
2603,1103227,900012283,Igor Hansen,Sales Associate,3/25/2019,Retail,Individual,2875,Michal Heaps,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,2,$45.00 ,90.0
2604,1103291,900012283,Igor Hansen,Sales Associate,4/4/2019,Wholesale,Business,4052,Goyette Group,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,13,$27.00 ,351.0
2605,1103285,900012283,Igor Hansen,Sales Associate,4/4/2019,Wholesale,Business,4065,White Group,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,7,$26.00 ,182.0
2606,1103369,900012283,Igor Hansen,Sales Associate,4/14/2019,Retail,Individual,2875,Michal Heaps,Bath products,BP505,Vanilla and Olive Oil Lotion,4,$9.99 ,39.96
2607,1103398,900012283,Igor Hansen,Sales Associate,4/18/2019,Retail,Business,3026,Romaguera Inc,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,2,$14.50 ,29.0
2608,1103414,900012283,Igor Hansen,Sales Associate,4/21/2019,Retail,Individual,4122,Yves Althrop,Bath products,BP502,Vanilla and Olive Oil Candle,2,$6.99 ,13.98
2609,1103436,900012283,Igor Hansen,Sales Associate,4/24/2019,Retail,Individual,1317,Ken Vasyukov,Gift Basket,GB301,Scented Olive Oil Candle Gift Basket,1,$19.50 ,19.5
2610,1103444,900012283,Igor Hansen,Sales Associate,4/25/2019,Retail,Individual,2858,Carly Neno,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,1,$234.00 ,234.0
2611,1103465,900012283,Igor Hansen,Sales Associate,4/28/2019,Retail,Individual,3678,Althea Addison,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,1,$45.00 ,45.0
2612,1103506,900012283,Igor Hansen,Sales Associate,5/2/2019,Retail,Individual,3969,Stanfield Weall,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,2,$45.00 ,90.0
2613,1103596,900012283,Igor Hansen,Sales Associate,5/14/2019,Retail,Individual,3197,Elga Pollicote,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
2614,1103612,900012283,Igor Hansen,Sales Associate,5/16/2019,Retail,Individual,1634,Rori Gerretsen,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,1,$123.00 ,123.0
2615,1103629,900012283,Igor Hansen,Sales Associate,5/19/2019,Retail,Individual,3528,Sara Gruszka,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,2,$45.00 ,90.0
2616,1103637,900012283,Igor Hansen,Sales Associate,5/21/2019,Wholesale,Business,3086,Bergstrom Inc,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,5,$234.00 ,1170.0
2617,1103650,900012283,Igor Hansen,Sales Associate,5/23/2019,Wholesale,Business,1850,Flatley Inc,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,11,$234.00 ,2574.0
2618,1103675,900012283,Igor Hansen,Sales Associate,5/26/2019,Wholesale,Business,1850,Flatley Inc,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,5,$234.00 ,1170.0
2619,1103677,900012283,Igor Hansen,Sales Associate,5/26/2019,Retail,Individual,3956,Pail Franken,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,1,$24.50 ,24.5
2620,1103712,900012283,Igor Hansen,Sales Associate,6/2/2019,Wholesale,Business,1926,Effertz Inc,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,7,$234.00 ,1638.0
